pl_rade,pl_eqt,pl_orbper,stellar_compatibility,st_spectype_simple,Habitability_Probability
3.02,375.0,115.6862258,-6030.5,G,1.0
2.3,797.0,2.73253774,-6698.5,F,1.0
2.3,797.0,101.13311229,-5452.2,G,1.0
2.4,521.0,82.2000105,-5768.5,G,1.0
3.02,797.0,225.582809,-5989.5,G,1.0
2.3,797.0,1882.0,-3239.5,G,1.0
2.3,797.0,2266.4,-5919.5,G,1.0
2.3,797.0,133.3034646,-5027.5,G,1.0
2.3,797.0,14773.93272,-5611.5,G,1.0
2.3,797.0,247.353682,-4722.5,G,1.0
11.708,797.0,52.5010768,-5000.5,G,1.0
3.36,797.0,84.703921,-6198.5,G,1.0
2.6,410.0,51.8098276,-5189.5,G,1.0
2.3,797.0,147.97292294,-5752.5,G,1.0
2.926,797.0,99.6409653,-5490.5,G,1.0
13.922,1637.0,3.35524,-6371.5,F,1.0
2.705,797.0,6.527282,-6044.5,F,1.0
2.3,797.0,70.6981724,-5819.13,G,1.0
2.3,797.0,18144.76236,-5611.5,G,1.0
2.3,797.0,446.27,-5611.5,G,1.0
2.94,797.0,85.273256,-5829.5,G,1.0
2.3,797.0,63.03825985,-5851.69,G,1.0
2.3,797.0,3270.0,-5763.5,G,1.0
10.01,293.0,331.6011081,-6236.5,G,1.0
2.48,574.0,46.4063358,-6341.5,G,1.0
2.13,381.0,81.73780699,-5562.5,G,1.0
2.3,797.0,87.09046342,-4928.5,G,1.0
2.47,797.0,448.303558,-6135.5,G,1.0
15.558,1438.0,4.0378962,-6098.5,F,1.0
2.3,797.0,44.9641254,-4718.22,G,1.0
2.3,797.0,2730.0,-5611.5,K,1.0
2.3,797.0,3.8404213,-6118.5,F,1.0
1.86,487.0,45.0904643,-5788.5,G,1.0
2.3,797.0,105.956619917,-4958.5,G,1.0
14.57167491,1728.0,4.0782387,-6309.5,F,1.0
7.62,366.0,86.64763676,-5319.5,G,1.0
2.3,797.0,56.22809598,-4817.5,G,1.0
3.5130935,292.66,124.72987003126,-4900.5,G,1.0
2.2,441.0,82.177374,-6245.5,G,1.0
2.3,797.0,81.0637895,-6296.64,G,1.0
2.3,797.0,1155.7,-5708.5,G,1.0
6.84,283.0,240.7989397,-5909.5,G,1.0
2.3,156.5,2172.0,-5720.5,G,1.0
2.3,797.0,71.52533237,-4687.5,G,1.0
9.32,352.0,127.2824031,-5936.5,G,1.0
2.3,797.0,331.657,-6078.5,G,1.0
2.3,797.0,41.7493481927,-5461.81,G,1.0
3.16,797.0,57.248,-5611.5,G,1.0
13.20815058,341.15,225.10378854971,-5964.49,G,1.0
2.3,797.0,88.2553729,-5048.5,G,1.0
9.51,444.0,114.7363519,-5989.5,G,1.0
3.12,491.0,56.777229,-6061.5,G,1.0
3.57,514.0,70.4680266,-6456.5,G,1.0
9.56,797.0,49.18354,-5582.76,G,1.0
2.98104391,797.0,159.3939972,-5133.5,G,1.0
2.95,317.0,142.544247,-5644.5,G,1.0
2.3,797.0,4047.0,-4970.24,G,1.0
2.3,797.0,198.67966078,-5215.5,G,1.0
2.854,797.0,40.80957622,-6188.5,G,1.0
3.44,486.0,59.6225257,-6106.5,G,1.0
4.24,797.0,265.467621,-5840.5,G,1.0
2.63,797.0,43.84444353,-5953.5,G,1.0
2.3,797.0,55.027,-5327.5,G,1.0
2.3,797.0,89.23,-4838.5,K,1.0
2.09,451.0,76.957056,-5876.5,G,1.0
28.56,797.0,42.1412664,-4506.5,G,1.0
2.3,797.0,1515.0,-5611.5,G,1.0
2.3,797.0,140.2504841,-5611.5,G,1.0
2.3,797.0,247.354914,-4722.5,G,1.0
2.3,797.0,91.939842486,-6029.63,G,1.0
2.3,797.0,41.516,-4879.5,K,1.0
2.3,797.0,150.02240715,-5781.5,G,1.0
2.3,797.0,279.3,-4784.5,G,1.0
2.3,797.0,2390.0,-5611.5,G,1.0
2.69,316.0,65.55,-4682.5,K,1.0
2.89,291.0,77.4740724,-4547.5,G,1.0
2.3,797.0,14200.0,-5611.5,G,1.0
2.3,797.0,763.0,-4790.5,K,1.0
2.3,797.0,6500.0,-3494.5,M,1.0
2.3,797.0,45.9029768,-4456.46,G,1.0
2.3,797.0,1193.3,-4840.5,K,1.0
3.35,468.0,89.1934705,-6275.5,G,1.0
2.3,797.0,1796.4,-5253.5,G,1.0
11.94877343,253.8,988.88112,-5744.5,G,1.0
2.3,797.0,130.176625405,-5768.5,G,1.0
3.078,797.0,56.777229,-5854.5,G,1.0
2.3,797.0,218.47,-5958.5,F,1.0
3.62,508.0,56.6388791,-5916.5,G,1.0
2.3,797.0,2.1805577,-6097.5,F,1.0
2.08,541.0,44.5518416,-6026.5,G,1.0
2.3,797.0,893.63,-4889.5,K,1.0
2.3,797.0,1531.0,-5868.5,G,1.0
2.3,797.0,18.71204,-6087.5,F,1.0
1.66,513.0,66.5579057,-6271.5,G,1.0
2.3,797.0,798.5,-5672.5,G,1.0
2.3,797.0,42.3006608,-5985.56,G,1.0
2.46,340.0,109.6471842,-5647.5,G,1.0
1.89,398.0,108.593,-6140.5,G,1.0
2.3,797.0,3507.0,-5611.5,G,1.0
2.3,797.0,536.0,-4528.5,G,1.0
2.5,797.0,100.283134,-6237.5,G,1.0
2.54,479.0,46.9622,-5664.5,G,1.0
1.943,797.0,55.3285813,-5453.5,G,1.0
2.3,797.0,98.7180961,-5774.5,G,1.0
2.3,797.0,40.8092144034,-6248.78,G,1.0
1.84,608.0,49.35899,-5881.5,G,1.0
3.38,408.0,49.5004952,-5031.5,G,1.0
2.3,797.0,64.0016697156,-4497.5,G,1.0
2.3,797.0,1251.0,-4875.5,G,1.0
2.3,797.0,64.61722273,-5611.5,G,1.0
2.3,797.0,1675.0,-5611.5,G,1.0
2.3,797.0,219.3,-6009.5,G,1.0
2.37,489.0,41.6977827,-5735.5,G,1.0
3.32,469.0,65.70462,-5950.5,G,1.0
2.3,797.0,264.284,-5672.5,G,1.0
2.3,797.0,1599.6,-3079.5,M,1.0
2.3,797.0,141.24174303,-5706.61,G,1.0
2.3,797.0,226.93,-5432.5,K,1.0
5.395,797.0,64.61750031,-5041.5,G,1.0
11.99360935,688.0,54.18915,-5978.5,G,1.0
2.3,797.0,621.62,-5542.5,K,1.0
2.56,797.0,43.8445,-5856.5,G,1.0
2.3,797.0,3.3139151,-6028.5,F,1.0
2.3,797.0,566.0,-5611.5,K,1.0
3.01,797.0,55.63934,-5732.5,G,1.0
2.3,797.0,7450.0,-5384.5,G,1.0
2.3,797.0,88.4069649869,-5327.13,G,1.0
2.3,797.0,812.47,-4822.5,K,1.0
2.3,797.0,105.144902324,-5730.5,G,1.0
2.3,797.0,4.62766098,-6598.5,F,1.0
2.3,797.0,226.891043212,-4994.5,G,1.0
2.3,797.0,1244.0,-5566.5,G,1.0
2.3,797.0,83.4464714349,-6003.81,G,1.0
5.14,512.0,57.6896212,-6226.5,G,1.0
2.3,797.0,51.643,-6103.5,G,1.0
2.15,516.0,40.7151103,-5966.5,G,1.0
2.3,797.0,17417.92079,-5611.5,G,1.0
6.18,797.0,135.498527,-5305.5,G,1.0
2.3,797.0,559.3,-4804.5,G,1.0
2.12,523.0,62.7845002,-6271.5,G,1.0
3.78,520.0,83.5783259,-6188.5,G,1.0
2.22,195.0,247.3503,-4563.5,G,1.0
2.3,797.0,910.7,-5611.5,G,1.0
5.3,611.0,42.63188,-6512.5,G,1.0
2.3,797.0,442.943,-5504.33,G,1.0
10.64,342.0,141.24164672,-5924.5,G,1.0
3.29265785,797.0,42.42720032,-5328.5,G,1.0
2.74,513.0,46.6858024,-5655.5,G,1.0
7.21688318,594.81,83.89624340958,-5822.2,G,1.0
10.33,797.0,86.67855186,-5914.5,G,1.0
2.3,797.0,57.32,-3026.5,M,1.0
2.91,474.0,76.7325168,-6195.5,G,1.0
2.3,797.0,86.67862165,-5893.5,G,1.0
2.3,797.0,613.79999,-5077.5,G,1.0
5.11487,389.0,119.3355264,-5514.5,G,1.0
2.3,797.0,4.8996461,-5938.5,F,1.0
2.3,797.0,762.0,-5611.5,G,1.0
2.3,797.0,613.1,-5664.5,G,1.0
2.3,797.0,42.9136635,-5890.8,G,1.0
7.18,322.0,296.637865,-5949.5,G,1.0
2.3,797.0,172.7012555,-5809.76,G,1.0
2.91,336.0,122.8808058,-5648.5,G,1.0
6.35,797.0,296.637865,-5768.5,G,1.0
2.15,267.0,92.7296775,-4526.5,G,1.0
14.071,797.0,2.1746949,-5611.5,F,1.0
2.3,797.0,75.2203,-5520.5,G,1.0
4.01,409.0,96.109323,-5790.5,G,1.0
2.3,797.0,4.89964477,-5938.5,F,1.0
2.3,797.0,40.83571117,-5611.5,G,1.0
2.3,797.0,121.93268,-5611.5,G,1.0
2.3,797.0,132.9955503,-4509.5,G,1.0
2.3,797.0,100.828687426,-5338.5,G,1.0
2.3,797.0,135.1879934,-5837.74,G,1.0
3.89,419.0,99.6409653,-5881.5,G,1.0
3.85,443.0,85.272459,-5920.5,G,1.0
2.3,797.0,172.7046083,-5809.76,G,1.0
2.3,797.0,2199.0,-5611.5,G,1.0
3.38,797.0,157.072878,-5592.5,G,1.0
3.21,491.0,56.7769831,-6061.5,G,1.0
2.3,797.0,3407.0,-4778.5,G,1.0
2.3,797.0,1.544928884,-6407.5,F,1.0
2.19,365.0,56.2279697,-4978.5,G,1.0
2.3,797.0,434.9,-5611.5,G,1.0
2.14,324.0,96.16987,-5332.5,G,1.0
2.51,797.0,56.228098,-4912.5,G,1.0
2.25,797.0,40.714955,-5984.5,G,1.0
4.3,797.0,54.414,-5611.5,G,1.0
2.3,797.0,3638.0,-6015.5,G,1.0
2.3,797.0,64.617518,-5611.5,G,1.0
2.3,797.0,184.77271,-4870.02,G,1.0
3.92,797.0,42.88254,-6079.1,G,1.0
2.3,797.0,964.6,-4820.5,K,1.0
34.82,797.0,77.085964,-6088.5,G,1.0
2.3,797.0,9060.0,-6138.5,F,1.0
2.3,797.0,714.3,-5611.5,G,1.0
2.3,797.0,188.9,-5611.5,G,1.0
2.72,477.0,49.1013514,-5805.5,G,1.0
2.3,797.0,103.4269873,-5665.5,G,1.0
2.3,797.0,847.0,-4893.5,G,1.0
2.13,797.0,82.304003,-5391.5,G,1.0
6.36,321.0,284.063137,-5789.5,G,1.0
1.63,604.0,42.913751,-6146.5,G,1.0
2.3,797.0,2.90368321,-6057.5,F,1.0
2.3,797.0,832.97,-5715.5,G,1.0
2.3,797.0,931.0,-6253.5,F,1.0
2.3,797.0,517.8,-5038.5,K,1.0
2.3,797.0,689.0,-5153.5,G,1.0
2.3,797.0,87.19,-4144.5,M,1.0
15.24421375,1473.0,5.55149,-6413.5,F,1.0
2.3,797.0,87.6476068,-6009.7,G,1.0
2.3,797.0,412.6,-5008.5,G,1.0
2.14,324.0,96.16987,-5332.5,G,1.0
2.3,797.0,171667.5,-7203.08,G,1.0
2.3,797.0,198.08670467,-5202.5,G,1.0
6.07,417.0,88.5112563,-5577.5,G,1.0
3.04,482.0,85.517344,-5590.5,G,1.0
2.3,797.0,3568.0,-5797.5,G,1.0
8.26,337.0,394.6244904,-5856.5,G,1.0
2.3,797.0,41.0283424,-5902.5,G,1.0
2.3,797.0,2520.0,-5958.5,G,1.0
3.54,394.0,105.3033148,-6030.5,G,1.0
3.71,270.0,453.543999,-6107.5,G,1.0
2.19,608.0,41.7084063,-6432.5,G,1.0
7.22,360.0,197.5107678,-5986.5,G,1.0
2.99,413.0,47.0569043,-5288.5,G,1.0
2.3,797.0,3090.942,-5434.5,K,1.0
2.3,797.0,2278.0,-5601.5,G,1.0
2.3,797.0,903.3,-5611.5,G,1.0
11.25381662,338.0,94.1022,-4868.5,G,1.0
2.3,797.0,52.09081627,-6296.64,G,1.0
2.3,797.0,96.91519761,-5237.03,G,1.0
2.3,797.0,71.3116598,-6062.5,G,1.0
2.98,797.0,116.331901,-5432.5,G,1.0
4.6,327.0,150.2412582,-5602.5,G,1.0
2.621,797.0,43.84444353,-5611.5,G,1.0
2.3,797.0,735.1,-4824.5,G,1.0
4.52,321.0,148.2722671,-5715.5,G,1.0
2.99,336.0,117.040498,-5465.5,G,1.0
1.63,506.0,46.7169344,-6001.5,G,1.0
3.5,797.0,42.994,-5611.5,G,1.0
3.69,212.0,211.0338741,-4626.5,G,1.0
2.829,797.0,44.4301361,-5611.5,G,1.0
2.3,797.0,77.6114427,-5487.5,G,1.0
4.2,480.0,87.6472,-6512.5,G,1.0
2.3,797.0,56.644452,-6128.5,G,1.0
2.3,797.0,258.17999,-5734.5,G,1.0
3.08,482.0,42.4267342,-5401.5,G,1.0
2.3,797.0,2889.0,-5611.5,G,1.0
2.3,797.0,44.851978,-5484.8,G,1.0
2.3,797.0,45.0909201,-5556.7,G,1.0
2.157,797.0,81.73780699,-5496.5,G,1.0
2.3,797.0,2770.0,-5544.21,G,1.0
2.3,797.0,42.88247951,-6079.1,G,1.0
2.3,797.0,101.1323475,-5452.2,G,1.0
14.6,2400.0,0.9,-6398.5,F,1.0
2.3,797.0,105.6552651,-5642.18,G,1.0
2.3,561.0,71.4517775,-6146.5,G,1.0
2.3,797.0,59.8780538111,-4146.5,G,1.0
2.24,797.0,56.06,-5611.5,G,1.0
4.79,440.0,161.4743937,-6034.5,G,1.0
2.3,797.0,868.0,-4889.5,G,1.0
2.3,797.0,1257.25303,-5611.5,G,1.0
2.3,797.0,2.8717023,-6668.5,F,1.0
2.3,797.0,621.6,-5611.5,G,1.0
1.84,387.0,69.8957158,-5507.5,G,1.0
2.3,797.0,148.272013,-5459.5,G,1.0
2.741,797.0,124.5244647,-5592.5,G,1.0
16.388,1379.0,4.8996284,-5938.5,F,1.0
2.3,797.0,153.98796388,-5560.5,G,1.0
2.38,380.0,92.8750347,-5793.5,G,1.0
9.94,797.0,44.1699,-5611.5,G,1.0
2.3,797.0,66.4159789,-5241.24,G,1.0
3.13,546.0,51.3285623,-6117.5,G,1.0
2.3,797.0,71.52543938,-4687.5,G,1.0
2.21,797.0,52.6615836,-4548.5,G,1.0
3.79,291.0,150.242127,-5512.5,G,1.0
2.3,797.0,535.59998,-4050.5,G,1.0
2.3,797.0,96.109323,-5781.5,G,1.0
9.83,434.0,86.67856052,-5820.5,G,1.0
1.86,797.0,101.11141,-4132.5,G,1.0
3.77,797.0,96.101141,-5794.5,G,1.0
2.46,463.0,43.3167737,-5666.5,G,1.0
2.3,797.0,2.6915535,-6818.5,F,1.0
2.3,797.0,6.1802679,-6200.5,F,1.0
2.3,797.0,49.276759999,-3917.5,G,1.0
9.41,797.0,282.5254856,-5777.5,G,1.0
12.39,816.0,52.5010768,-4993.5,G,1.0
2.15,290.0,60.86628,-3948.5,G,1.0
3.62,417.0,41.1970874,-5124.5,G,1.0
2.1,194.0,247.354265,-4588.5,G,1.0
2.3,797.0,3552.0,-4827.5,G,1.0
3.01,594.0,43.0342272,-5648.5,G,1.0
2.3,797.0,327.8,-5506.5,G,1.0
2.3,797.0,533.0,-4372.5,G,1.0
3.25,413.0,51.8096695,-5353.5,G,1.0
2.3,797.0,51.328698044,-5812.5,G,1.0
2.3,125.0,2200.0,-5346.5,G,1.0
2.3,797.0,41.397,-3285.5,G,1.0
2.3,797.0,772.0,-5046.5,G,1.0
2.36,797.0,247.354265,-4947.5,G,1.0
2.3,797.0,61.61797658,-4805.51,G,1.0
3.44,486.0,59.6225257,-6106.5,G,1.0
2.3,797.0,1275.0,-6045.5,G,1.0
9.718203,876.0,18.71204,-6087.5,F,1.0
2.3,797.0,151.8638332,-5579.5,G,1.0
2.3,797.0,49.745,-5909.5,G,1.0
2.46,797.0,67.8318309,-5881.5,G,1.0
1.8,797.0,91.353282,-6075.5,G,1.0
3.4,382.0,96.1009,-5771.5,G,1.0
2.3,797.0,273.69,-5253.5,G,1.0
2.3,797.0,547.0,-6031.5,G,1.0
2.3,797.0,93.4,-4845.5,G,1.0
2.3,797.0,241.223,-6155.27,G,1.0
15.434793,1715.0,2.995629,-6147.5,F,1.0
2.3,797.0,100.28309792,-6219.5,G,1.0
2.3,797.0,55.8224775,-4933.08,G,1.0
7.1,543.0,45.154,-6016.5,G,1.0
13.9,897.0,21.08721,-6348.5,F,1.0
2.3,797.0,91.50080202,-4904.5,G,1.0
2.15,267.0,92.7296775,-4526.5,G,1.0
2.3,797.0,4055.0,-5611.5,G,1.0
2.3,797.0,108.593113,-5659.2,G,1.0
2.08,797.0,201.1214,-5692.5,G,1.0
2.3,797.0,799.45,-5710.47,G,1.0
2.3,797.0,151.04,-5706.5,G,1.0
2.3,797.0,197.8,-4954.5,K,1.0
2.3,797.0,392.6,-4412.5,K,1.0
2.77,797.0,54.418464,-5622.5,G,1.0
3.64762153,797.0,85.65399933,-5816.5,G,1.0
8.97,706.0,49.18394922,-5852.5,G,1.0
3.1,538.0,44.34713,-6142.5,G,1.0
2.3,797.0,211.032819,-4546.63,G,1.0
2.3,797.0,803.0,-3858.5,M,1.0
18.83108758,1747.0,3.22748,-6388.5,F,1.0
2.3,797.0,3.9162624,-6428.5,F,1.0
4.53,236.0,226.8904775,-5065.5,G,1.0
2.29,572.0,44.5520266,-6034.5,G,1.0
2.3,797.0,766.0,-4938.5,G,1.0
2.7,391.0,105.152,-6048.5,G,1.0
2.3,797.0,62.891780985,-5177.5,G,1.0
2.3,797.0,98.223,-5611.5,G,1.0
1.83,408.0,122.363553,-6001.5,G,1.0
2.08,508.0,89.722292,-6427.5,G,1.0
2.68,536.0,44.8698382,-6120.5,G,1.0
2.04,797.0,42.1917357,-5542.5,G,1.0
2.3,797.0,3.37264959,-6048.5,F,1.0
1.9,271.0,64.001151,-4297.5,G,1.0
11.948794,797.0,95.272656,-5623.5,G,1.0
2.3,797.0,51.165655676,-5045.5,G,1.0
12.37,394.0,125.86540191,-5931.5,G,1.0
2.3,797.0,127.83374803,-6004.5,G,1.0
2.3,797.0,228.53731,-5611.5,G,1.0
2.3,797.0,43.84437655,-5886.5,G,1.0
2.3,797.0,53.5783052,-4798.05,G,1.0
4.095,797.0,161.4743937,-5753.5,G,1.0
2.62,182.0,509.997402,-5035.5,G,1.0
13.45,797.0,86.67856,-5818.5,G,1.0
2.3,797.0,67.6695167903,-5658.87,G,1.0
2.3,797.0,119.263,-6055.94,G,1.0
6.88,797.0,133.4605235,-5679.5,G,1.0
2.3,797.0,116.689,-5611.5,G,1.0
2.3,797.0,9.289718,-6263.5,F,1.0
2.15,267.0,92.7296775,-4526.5,G,1.0
2.3,797.0,101.54,-4298.5,G,1.0
4.16,185.0,704.1984,-5306.5,G,1.0
2.3,797.0,259.34304,-5743.5,G,1.0
2.3,797.0,50.44674,-5611.5,G,1.0
2.3,797.0,46.68568857,-5818.5,G,1.0
1.72,430.0,85.520888,-6090.5,G,1.0
11.24,797.0,188.835,-6048.5,F,1.0
2.3,797.0,41.8852668864,-5435.5,G,1.0
2.3,797.0,2.77596748,-6156.5,F,1.0
1.94,331.0,56.35387,-4766.5,G,1.0
2.74,437.0,44.8412214,-5217.5,G,1.0
2.42168247,797.0,88.07160187,-4937.5,G,1.0
2.3,797.0,116.3311739,-5449.5,G,1.0
12.44199,183.0,3650.0,-4896.5,G,1.0
6.527,797.0,58.3620495,-5477.5,G,1.0
2.32,797.0,45.29431717,-5703.5,G,1.0
2.3,797.0,663.0,-5012.5,G,1.0
2.3,797.0,159.986,-5611.5,K,1.0
3.79,462.0,94.885768,-6351.5,G,1.0
2.3,797.0,275.5,-4829.5,G,1.0
2.3,797.0,92.436978,-5462.5,G,1.0
8.0,348.0,125.62887621,-5836.5,G,1.0
2.3,797.0,1733.0,-5054.5,G,1.0
2.3,797.0,46.9026431,-5287.5,G,1.0
2.3,797.0,480.5,-4321.5,K,1.0
3.66,797.0,118.37774,-5678.5,G,1.0
2.3,797.0,62.7849301015,-6037.5,G,1.0
2.31,342.0,124.828679,-5833.5,G,1.0
2.3,797.0,55.8224422043,-4933.08,G,1.0
2.68,797.0,66.0634,-5988.5,G,1.0
2.3,797.0,163.69217375,-5111.3,G,1.0
2.3,797.0,4909.0,-5248.5,G,1.0
2.1,250.0,289.8622,-5508.5,G,1.0
2.3,797.0,2.84938224,-6898.5,F,1.0
2.3,797.0,148.6,-4637.5,K,1.0
2.3,797.0,4375.0,-5310.5,K,1.0
2.3,797.0,326.03,-4740.5,G,1.0
2.3,797.0,52.7587751485,-5771.5,G,1.0
2.3,797.0,1699.7,-5611.5,G,1.0
2.36,797.0,56.4349938,-5640.5,G,1.0
2.3,797.0,50.25,-5611.5,G,1.0
2.3,797.0,730.6,-5925.5,G,1.0
4.2,345.0,64.61635,-4932.5,G,1.0
2.3,797.0,1270.2,-6028.5,G,1.0
2.59,515.0,44.3470995,-6100.5,G,1.0
16.8135,1659.0,4.637038,-6436.5,F,1.0
3.51,367.0,58.0192007,-4985.5,G,1.0
2.3,797.0,1558.0,-5650.5,G,1.0
2.41,470.0,50.818947,-5366.5,G,1.0
3.42855926,470.31,52.56363,-5647.5,G,1.0
2.653,797.0,51.06740189,-6002.5,G,1.0
3.25,496.0,40.4287755,-5810.5,G,1.0
7.57,498.0,127.8338098,-6203.5,G,1.0
2.3,797.0,479.0,-5028.5,G,1.0
3.44,397.0,80.2317349,-5683.5,G,1.0
2.77,451.0,42.8774173,-5254.5,G,1.0
2.3,797.0,2867.9,-5547.5,G,1.0
2.95,797.0,125.602302,-5533.5,G,1.0
2.3,797.0,1733.0,-5024.5,G,1.0
2.3,797.0,975.41,-4928.13,G,1.0
2.3,797.0,116.6926,-5437.5,G,1.0
2.02,443.0,42.89605505,-5294.5,G,1.0
2.3,437.0,56.435,-5700.5,G,1.0
2.3,797.0,4.637038,-6436.5,F,1.0
2.3,797.0,133.462511519,-5611.5,G,1.0
2.3,797.0,1634.0,-4548.5,G,1.0
2.3,797.0,88.5127,-5649.5,G,1.0
2.3,797.0,2146.0,-5611.5,G,1.0
5.5,516.0,41.43958662,-5466.5,G,1.0
2.3,797.0,99.74707382,-5596.5,G,1.0
2.3,797.0,968.8,-5269.5,G,1.0
2.95,321.0,87.0912594,-4999.5,G,1.0
2.3,797.0,42.9495367122,-5257.5,G,1.0
1.71,299.0,242.4613,-5636.5,G,1.0
2.96,488.0,81.4162941,-6497.5,G,1.0
2.3,797.0,99.253498254,-4903.5,G,1.0
2.3,797.0,191.239133,-5690.59,G,1.0
2.19,542.0,56.4943,-6426.5,G,1.0
2.6,510.0,42.5215895,-5909.5,G,1.0
2.3,1000.0,5.2072,-6498.5,F,1.0
8.73,797.0,49.40926,-5730.5,G,1.0
2.51,391.0,88.6440015,-5659.5,G,1.0
2.3,797.0,2149.0,-4913.5,K,1.0
2.3,797.0,970.78,-4889.5,K,1.0
2.2,370.0,55.67454,-4989.5,G,1.0
2.3,797.0,3400.0,-3470.5,M,1.0
2.3,797.0,1049.0,-5877.5,G,1.0
3.13,376.0,172.7049784,-5837.5,G,1.0
2.3,797.0,522.3,-4124.5,K,1.0
4.96,757.0,66.5576728,-5732.5,G,1.0
2.3,797.0,142.54029156,-5311.5,G,1.0
3.12424875,797.0,65.70459747,-5916.5,G,1.0
2.47,378.0,151.8851881,-6032.5,G,1.0
2.47,449.0,95.609845,-6287.5,G,1.0
2.3,797.0,834.0,-5611.5,G,1.0
2.3,797.0,52.5008645,-4980.49,G,1.0
2.3,797.0,144.551628,-5326.5,G,1.0
2.3,797.0,319.0,-5611.5,G,1.0
2.78,357.0,124.5244647,-5495.5,G,1.0
2.98385261,797.0,83.5781,-5940.04,G,1.0
2.14,308.0,151.8654,-5657.5,G,1.0
2.9,492.0,51.300634,-6030.5,G,1.0
3.79,380.0,101.1326568,-5781.5,G,1.0
2.6,304.0,144.547396,-5512.5,G,1.0
2.3,797.0,59.7371443,-6029.63,G,1.0
2.3,797.0,4867.0,-5248.5,G,1.0
1.96,457.0,92.263714,-6341.5,G,1.0
2.3,797.0,1150.0,-5948.5,G,1.0
4.46,797.0,41.02902,-5902.5,G,1.0
2.3,797.0,59.7711433,-5940.85,G,1.0
2.3,797.0,54.41831246,-5523.13,G,1.0
9.32,797.0,130.182,-5672.5,G,1.0
2.69,356.0,56.5732318,-4699.5,G,1.0
2.3,797.0,96.63,-5259.5,G,1.0
2.3,797.0,3669.3,-5611.5,G,1.0
2.97,473.0,84.703921,-6284.5,G,1.0
5.01,804.0,84.6879808,-7715.5,G,1.0
2.59,349.0,92.4362973,-5596.5,G,1.0
2.75,797.0,50.697494,-6333.5,G,1.0
2.3,797.0,3610.0,-3470.5,M,1.0
2.68,536.0,44.8698382,-6120.5,G,1.0
11.56766808,797.0,111.436765,-5563.5,G,1.0
8.6,797.0,45.155,-5611.5,G,1.0
4.92,282.0,374.876239,-5634.5,G,1.0
2.3,797.0,1325.8575,-6170.5,G,1.0
2.75,369.0,77.61184,-5453.5,G,1.0
2.3,797.0,70.46843597,-6083.52,G,1.0
2.3,797.0,2412.0,-5790.5,G,1.0
2.3,797.0,85.3514875,-5610.5,G,1.0
2.3,797.0,1078.0,-5870.5,G,1.0
2.3,797.0,54.32002,-6180.5,G,1.0
2.3,797.0,962.0,-4960.5,K,1.0
20.51247,2160.0,1.809886,-6248.5,F,1.0
3.44,623.0,40.80957343,-6181.5,G,1.0
2.3,797.0,1928.0,-5419.5,G,1.0
2.3,797.0,4951.0,-5757.5,G,1.0
2.3,797.0,4100.0,-3898.5,M,1.0
2.28,433.0,44.2994477,-5463.5,G,1.0
2.3,797.0,359.5546,-5967.5,G,1.0
1.96,457.0,92.263714,-6341.5,G,1.0
2.2,557.0,43.1308082,-6297.5,G,1.0
2.3,797.0,154.378,-5611.5,G,1.0
2.3,797.0,85.517344,-5831.5,G,1.0
2.26,517.0,54.6495759,-6110.5,G,1.0
16.14093221,1927.0,3.208664,-5989.5,F,1.0
2.3,797.0,116.583183,-5453.5,G,1.0
2.3,797.0,1260.0,-5315.5,G,1.0
2.24,797.0,47.42766,-5161.5,G,1.0
9.071,797.0,130.17746603,-5672.5,G,1.0
2.86,460.0,70.9674603,-5898.5,G,1.0
2.111,797.0,43.1308082,-5869.5,G,1.0
2.2,548.0,59.9802,-6504.5,G,1.0
5.94,389.0,220.142913,-6338.5,G,1.0
2.3,797.0,1570.0,-6123.5,F,1.0
2.3,797.0,125.6291479,-5670.52,G,1.0
1.98,433.0,44.9851882,-5293.5,G,1.0
2.3,797.0,342.85,-5432.5,K,1.0
2.3,797.0,2481.07227,-5611.5,G,1.0
2.3,797.0,1046.2,-5503.5,G,1.0
2.3,797.0,1132.7,-5754.32,G,1.0
11.08,797.0,287.378949,-5584.5,G,1.0
2.3,797.0,322.03,-4681.5,G,1.0
1.71,797.0,54.5094166,-4522.5,G,1.0
2.3,797.0,2840.0,-4951.5,G,1.0
2.3,797.0,226.89102598,-4994.5,G,1.0
2.3,349.0,151.92,-4591.5,K,1.0
4.7,793.0,84.68895,-7711.5,G,1.0
2.3,797.0,223.41,-6028.5,G,1.0
2.3,797.0,1333.0,-6252.5,G,1.0
1.93,298.0,49.27668,-3948.5,G,1.0
2.3,797.0,176.3,-4767.5,G,1.0
2.3,797.0,84.7068688752,-6059.5,G,1.0
2.85,797.0,151.884058,-6063.5,G,1.0
2.3,797.0,56.4349933,-5514.44,G,1.0
2.3,797.0,0.96899328,-6234.5,F,1.0
2.3,797.0,42.94957774,-5257.5,G,1.0
2.3,797.0,176.3,-4755.5,G,1.0
3.53,371.0,116.331901,-5731.5,G,1.0
2.116,797.0,232.058029,-5895.5,G,1.0
2.3,797.0,1622.1,-6028.5,G,1.0
3.939,797.0,41.0280637,-5945.5,G,1.0
2.58,797.0,87.090195,-4995.5,G,1.0
2.3,797.0,2883.5,-5611.5,G,1.0
2.3,797.0,47.3337511491,-5187.06,G,1.0
2.3,797.0,962.1,-5611.5,G,1.0
30.34,460.0,77.085964,-6208.5,G,1.0
